S40921A,"Unspecified superficial injury of right upper arm, initial encounter"
S42256K,"Nondisplaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion"
S42256P,"Nondisplaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with malunion"
S42256S,"Nondisplaced fracture of greater tuberosity of unspecified humerus, sequela"
S42261A,"Displaced fracture of lesser tuberosity of right humerus, initial encounter for closed fracture"
S42261B,"Displaced fracture of lesser tuberosity of right humerus, initial encounter for open fracture"
S42261D,"Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with routine healing"
S42261G,"Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with delayed healing"
S42261K,"Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with nonunion"
S42261P,"Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with malunion"
S42261S,"Displaced fracture of lesser tuberosity of right humerus, sequela"
S42262A,"Displaced fracture of lesser tuberosity of left humerus, initial encounter for closed fracture"
S42262B,"Displaced fracture of lesser tuberosity of left humerus, initial encounter for open fracture"
S42262D,"Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with routine healing"
S42262G,"Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with delayed healing"
S42262K,"Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with nonunion"
S42262P,"Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with malunion"
S42262S,"Displaced fracture of lesser tuberosity of left humerus, sequela"
S42263A,"Displaced fracture of lesser tuberosity of unspecified humerus, initial encounter for closed fracture"
S42263B,"Displaced fracture of lesser tuberosity of unspecified humerus, initial encounter for open fracture"
S42263D,"Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with routine healing"
S42263G,"Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with delayed healing"
S42263K,"Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion"
S42263P,"Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with malunion"
S42263S,"Displaced fracture of lesser tuberosity of unspecified humerus, sequela"
S42264A,"Nondisplaced fracture of lesser tuberosity of right humerus, initial encounter for closed fracture"
S42264B,"Nondisplaced fracture of lesser tuberosity of right humerus, initial encounter for open fracture"
S42264D,"Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with routine healing"
S42264G,"Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with delayed healing"
S42264K,"Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with nonunion"
S42264P,"Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with malunion"
S42264S,"Nondisplaced fracture of lesser tuberosity of right humerus, sequela"
S42265A,"Nondisplaced fracture of lesser tuberosity of left humerus, initial encounter for closed fracture"
S42265B,"Nondisplaced fracture of lesser tuberosity of left humerus, initial encounter for open fracture"
S42265D,"Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with routine healing"
S42265G,"Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with delayed healing"
S42265K,"Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with nonunion"
S42265P,"Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with malunion"
S42265S,"Nondisplaced fracture of lesser tuberosity of left humerus, sequela"
S42266A,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, initial encounter for closed fracture"
S42266B,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, initial encounter for open fracture"
S42266D,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with routine healing"
S42266G,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with delayed healing"
S42266K,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion"
S42266P,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with malunion"
S42266S,"Nondisplaced fracture of lesser tuberosity of unspecified humerus, sequela"
S42271A,"Torus fracture of upper end of right humerus, initial encounter for closed fracture"
S42271D,"Torus fracture of upper end of right humerus, subsequent encounter for fracture with routine healing"
S42271G,"Torus fracture of upper end of right humerus, subsequent encounter for fracture with delayed healing"
S42271K,"Torus fracture of upper end of right humerus, subsequent encounter for fracture with nonunion"
S42271P,"Torus fracture of upper end of right humerus, subsequent encounter for fracture with malunion"
S42271S,"Torus fracture of upper end of right humerus, sequela"
S42272A,"Torus fracture of upper end of left humerus, initial encounter for closed fracture"
S42272D,"Torus fracture of upper end of left humerus, subsequent encounter for fracture with routine healing"
S42272G,"Torus fracture of upper end of left humerus, subsequent encounter for fracture with delayed healing"
S42272K,"Torus fracture of upper end of left humerus, subsequent encounter for fracture with nonunion"
S42272P,"Torus fracture of upper end of left humerus, subsequent encounter for fracture with malunion"
S42272S,"Torus fracture of upper end of left humerus, sequela"
S42279A,"Torus fracture of upper end of unspecified humerus, initial encounter for closed fracture"
S42279D,"Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with routine healing"
S42279G,"Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with delayed healing"
S42279K,"Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion"
S42279P,"Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion"
S42279S,"Torus fracture of upper end of unspecified humerus, sequela"
S42291A,"Other displaced fracture of upper end of right humerus, initial encounter for closed fracture"
S42291B,"Other displaced fracture of upper end of right humerus, initial encounter for open fracture"
S42291D,"Other displaced fracture of upper end of right humerus, subsequent encounter for fracture with routine healing"
S42291G,"Other displaced fracture of upper end of right humerus, subsequent encounter for fracture with delayed healing"
S42291K,"Other displaced fracture of upper end of right humerus, subsequent encounter for fracture with nonunion"
S42291P,"Other displaced fracture of upper end of right humerus, subsequent encounter for fracture with malunion"
S42291S,"Other displaced fracture of upper end of right humerus, sequela"
S42292A,"Other displaced fracture of upper end of left humerus, initial encounter for closed fracture"
S42292B,"Other displaced fracture of upper end of left humerus, initial encounter for open fracture"
S42292D,"Other displaced fracture of upper end of left humerus, subsequent encounter for fracture with routine healing"
S42292G,"Other displaced fracture of upper end of left humerus, subsequent encounter for fracture with delayed healing"
S42292K,"Other displaced fracture of upper end of left humerus, subsequent encounter for fracture with nonunion"
S42292P,"Other displaced fracture of upper end of left humerus, subsequent encounter for fracture with malunion"
S42292S,"Other displaced fracture of upper end of left humerus, sequela"
S42293A,"Other displaced fracture of upper end of unspecified humerus, initial encounter for closed fracture"
S42293B,"Other displaced fracture of upper end of unspecified humerus, initial encounter for open fracture"
S42293D,"Other displaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with routine healing"
S42293G,"Other displaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with delayed healing"
S42293K,"Other displaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion"
S42293P,"Other displaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion"
S42293S,"Other displaced fracture of upper end of unspecified humerus, sequela"
S42294A,"Other nondisplaced fracture of upper end of right humerus, initial encounter for closed fracture"
S42294B,"Other nondisplaced fracture of upper end of right humerus, initial encounter for open fracture"
S42294D,"Other nondisplaced fracture of upper end of right humerus, subsequent encounter for fracture with routine healing"
S42294G,"Other nondisplaced fracture of upper end of right humerus, subsequent encounter for fracture with delayed healing"
S42294K,"Other nondisplaced fracture of upper end of right humerus, subsequent encounter for fracture with nonunion"
S42294P,"Other nondisplaced fracture of upper end of right humerus, subsequent encounter for fracture with malunion"
S42294S,"Other nondisplaced fracture of upper end of right humerus, sequela"
S42295A,"Other nondisplaced fracture of upper end of left humerus, initial encounter for closed fracture"
S42295B,"Other nondisplaced fracture of upper end of left humerus, initial encounter for open fracture"
S42295D,"Other nondisplaced fracture of upper end of left humerus, subsequent encounter for fracture with routine healing"
S42295G,"Other nondisplaced fracture of upper end of left humerus, subsequent encounter for fracture with delayed healing"
S42295K,"Other nondisplaced fracture of upper end of left humerus, subsequent encounter for fracture with nonunion"
S42295P,"Other nondisplaced fracture of upper end of left humerus, subsequent encounter for fracture with malunion"
S42295S,"Other nondisplaced fracture of upper end of left humerus, sequela"
S42296A,"Other nondisplaced fracture of upper end of unspecified humerus, initial encounter for closed fracture"
S42296B,"Other nondisplaced fracture of upper end of unspecified humerus, initial encounter for open fracture"
S42296D,"Other nondisplaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with routine healing"
S42296G,"Other nondisplaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with delayed healing"
S42296K,"Other nondisplaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion"
S42296P,"Other nondisplaced fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion"
S42296S,"Other nondisplaced fracture of upper end of unspecified humerus, sequela"
S42301A,"Unspecified fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42301B,"Unspecified fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42301D,"Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42301G,"Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42301K,"Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42301P,"Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42301S,"Unspecified fracture of shaft of humerus, right arm, sequela"
S42302A,"Unspecified fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42302B,"Unspecified fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42302D,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42302G,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42302K,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42302P,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42302S,"Unspecified fracture of shaft of humerus, left arm, sequela"
S42309A,"Unspecified fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42309B,"Unspecified fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42309D,"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42309G,"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42309K,"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42309P,"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42309S,"Unspecified fracture of shaft of humerus, unspecified arm, sequela"
S42311A,"Greenstick fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42311D,"Greenstick fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42311G,"Greenstick fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42311K,"Greenstick fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42311P,"Greenstick fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42311S,"Greenstick fracture of shaft of humerus, right arm, sequela"
S42312A,"Greenstick fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42312D,"Greenstick fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42312G,"Greenstick fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42312K,"Greenstick fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42312P,"Greenstick fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42312S,"Greenstick fracture of shaft of humerus, left arm, sequela"
S42319A,"Greenstick fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42319D,"Greenstick fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42319G,"Greenstick fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42319K,"Greenstick fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42319P,"Greenstick fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42319S,"Greenstick fracture of shaft of humerus, unspecified arm, sequela"
S42321A,"Displaced transverse fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42321B,"Displaced transverse fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42321D,"Displaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42321G,"Displaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42321K,"Displaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42321P,"Displaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42321S,"Displaced transverse fracture of shaft of humerus, right arm, sequela"
S42322A,"Displaced transverse fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42322B,"Displaced transverse fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42322D,"Displaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42322G,"Displaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42322K,"Displaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42322P,"Displaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42322S,"Displaced transverse fracture of shaft of humerus, left arm, sequela"
S42323A,"Displaced transverse fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42323B,"Displaced transverse fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42323D,"Displaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42323G,"Displaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42323K,"Displaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42323P,"Displaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42323S,"Displaced transverse fracture of shaft of humerus, unspecified arm, sequela"
S42324A,"Nondisplaced transverse fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42324B,"Nondisplaced transverse fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42324D,"Nondisplaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42324G,"Nondisplaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42324K,"Nondisplaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42324P,"Nondisplaced transverse fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42324S,"Nondisplaced transverse fracture of shaft of humerus, right arm, sequela"
S42325A,"Nondisplaced transverse fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42325B,"Nondisplaced transverse fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42325D,"Nondisplaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42325G,"Nondisplaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42325K,"Nondisplaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42325P,"Nondisplaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42325S,"Nondisplaced transverse fracture of shaft of humerus, left arm, sequela"
S42326A,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42326B,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42326D,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42326G,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42326K,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42326P,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42326S,"Nondisplaced transverse fracture of shaft of humerus, unspecified arm, sequela"
S42331A,"Displaced oblique fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42331B,"Displaced oblique fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42331D,"Displaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42331G,"Displaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42331K,"Displaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42331P,"Displaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42331S,"Displaced oblique fracture of shaft of humerus, right arm, sequela"
S42332A,"Displaced oblique fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42332B,"Displaced oblique fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42332D,"Displaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42332G,"Displaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42332K,"Displaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42332P,"Displaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42332S,"Displaced oblique fracture of shaft of humerus, left arm, sequela"
S42333A,"Displaced oblique fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42333B,"Displaced oblique fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42333D,"Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42333G,"Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42333K,"Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42333P,"Displaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42333S,"Displaced oblique fracture of shaft of humerus, unspecified arm, sequela"
S42334A,"Nondisplaced oblique fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42334B,"Nondisplaced oblique fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42334D,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42334G,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42334K,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42334P,"Nondisplaced oblique fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42334S,"Nondisplaced oblique fracture of shaft of humerus, right arm, sequela"
S42335A,"Nondisplaced oblique fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42335B,"Nondisplaced oblique fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42335D,"Nondisplaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42335G,"Nondisplaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42335K,"Nondisplaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42335P,"Nondisplaced oblique fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42335S,"Nondisplaced oblique fracture of shaft of humerus, left arm, sequela"
S42336A,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42336B,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42336D,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42336G,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42336K,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42336P,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42336S,"Nondisplaced oblique fracture of shaft of humerus, unspecified arm, sequela"
S42341A,"Displaced spiral fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42341B,"Displaced spiral fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42341D,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42341G,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42341K,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42341P,"Displaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42341S,"Displaced spiral fracture of shaft of humerus, right arm, sequela"
S42342A,"Displaced spiral fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42342B,"Displaced spiral fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42342D,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42342G,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42342K,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42342P,"Displaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42342S,"Displaced spiral fracture of shaft of humerus, left arm, sequela"
S42343A,"Displaced spiral fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42343B,"Displaced spiral fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42343D,"Displaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42343G,"Displaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42343K,"Displaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42343P,"Displaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42343S,"Displaced spiral fracture of shaft of humerus, unspecified arm, sequela"
S42344A,"Nondisplaced spiral fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42344B,"Nondisplaced spiral fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42344D,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42344G,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42344K,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42344P,"Nondisplaced spiral fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42344S,"Nondisplaced spiral fracture of shaft of humerus, right arm, sequela"
S42345A,"Nondisplaced spiral fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42345B,"Nondisplaced spiral fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42345D,"Nondisplaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42345G,"Nondisplaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42345K,"Nondisplaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42345P,"Nondisplaced spiral fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42345S,"Nondisplaced spiral fracture of shaft of humerus, left arm, sequela"
S42346A,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42346B,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42346D,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42346G,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42346K,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42346P,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42346S,"Nondisplaced spiral fracture of shaft of humerus, unspecified arm, sequela"
S42351A,"Displaced comminuted fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42351B,"Displaced comminuted fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42351D,"Displaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42351G,"Displaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42351K,"Displaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42351P,"Displaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42351S,"Displaced comminuted fracture of shaft of humerus, right arm, sequela"
S42352A,"Displaced comminuted fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42352B,"Displaced comminuted fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42352D,"Displaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42352G,"Displaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42352K,"Displaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42352P,"Displaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42352S,"Displaced comminuted fracture of shaft of humerus, left arm, sequela"
S42353A,"Displaced comminuted fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42353B,"Displaced comminuted fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42353D,"Displaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42353G,"Displaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42353K,"Displaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42353P,"Displaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42353S,"Displaced comminuted fracture of shaft of humerus, unspecified arm, sequela"
S42354A,"Nondisplaced comminuted fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42354B,"Nondisplaced comminuted fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42354D,"Nondisplaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing"
S42354G,"Nondisplaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing"
S42354K,"Nondisplaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion"
S42354P,"Nondisplaced comminuted fracture of shaft of humerus, right arm, subsequent encounter for fracture with malunion"
S42354S,"Nondisplaced comminuted fracture of shaft of humerus, right arm, sequela"
S42355A,"Nondisplaced comminuted fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42355B,"Nondisplaced comminuted fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42355D,"Nondisplaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42355G,"Nondisplaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing"
S42355K,"Nondisplaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion"
S42355P,"Nondisplaced comminuted fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion"
S42355S,"Nondisplaced comminuted fracture of shaft of humerus, left arm, sequela"
S42356A,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42356B,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42356D,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42356G,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing"
S42356K,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with nonunion"
S42356P,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion"
S42356S,"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, sequela"
S42361A,"Displaced segmental fracture of shaft of humerus, right arm, initial encounter for closed fracture"
